-52.96858426,200.6000061
-48.12049564,201.1000061
-43.27505496,200.8000031
-38.43226019,201
-33.59210927,201
-28.75460016,200.8999939
-23.91973083,200.6999969
-19.08749923,200.1999969
-14.25790333,201.3000031
-9.430941094,202.6999969
-4.606610491,214.3000031
0.215090509,239.8000031
5.034163932,263.8999939
9.850611805,264.8999939
14.66443615,258.2000122
19.47563899,242.5
24.28422234,214.1000061
29.09018823,202.1000061
33.89353866,201.3000031
38.69427564,200.5
43.4924012,201.1999969
48.28791733,200.5
53.08082605,201.3999939
57.87112936,201.6000061
62.65882927,200.6000061
67.44392776,200.3000031
72.22642685,201.3000031
77.00632853,201.3000031
81.78363479,200.6000061
86.55834762,200.6999969
91.33046903,200.6999969
96.10000098,200.8999939
100.8669455,200.8000031
105.6313045,201.1000061
110.39308,200.8000031
115.152274,201.3000031
119.9088885,201.1999969
124.6629255,201.1999969
129.4143868,200.8999939
134.1632745,201.8999939
138.9095906,205.5
143.653337,210.5
148.3945157,214.6000061
153.1331287,217.8999939
157.8691779,220.3000031
162.6026653,222
167.3335928,220.6000061
172.0619624,220.8999939
176.787776,220.6000061
181.5110357,222.1000061
186.2317433,221.6000061
190.9499008,223.8000031
195.6655101,225.1999969
200.3785733,231.6999969
205.0890922,248.6000061
209.7970687,271.2000122
214.5025049,286
219.2054026,292.5
223.9057638,288
228.6035904,272.3999939
233.2988843,257.3999939
237.9916475,252.5
242.6818819,259
247.3695895,276.8999939
252.0547721,301.2000122
256.7374317,337.2999878
261.4175701,365.8999939
266.0951894,379
270.7702913,368.8999939
275.4428779,343.8999939
280.1129511,313.7999878
284.7805127,286.3999939
289.4455647,270.6000061
294.1081089,262.6000061
298.7681473,262.7000122
303.4256818,272.2000122
308.0807142,296.3999939
312.7332465,338.8999939
317.3832806,378.3999939
322.0308183,397.5
326.6758616,393.5
331.3184123,369.2999878
335.9584723,331.8999939
340.5960436,309
345.2311279,324.7000122
349.8637272,409.7999878
354.4938434,566.2000122
359.1214784,683.9000244
363.7466339,738.7999878
368.3693119,753.5
372.9895143,689.7999878
377.6072429,611.0999756
382.2224997,575.2000122
386.8352864,571.5
391.4456049,573.5
396.0534571,576.2000122
400.6588449,574.2999878
405.2617701,590.2000122
409.8622346,611.9000244
414.4602402,626.4000244
419.0557888,572.5
423.6488823,527
428.2395224,449.6000061
432.8277111,377
437.4134502,343.7999878
441.9967414,331.5
446.5775868,326.8999939
451.1559881,335.2000122
455.7319471,374.1000061
460.3054658,449.2000122
464.8765458,530.9000244
469.4451891,577.2999878
474.0113975,553.7999878
478.5751729,503
483.136517,416.1000061
487.6954316,343.7000122
492.2519187,308.1000061
496.80598,296
501.3576173,288.1000061
505.9068325,282.7000122
510.4536274,279.2999878
514.9980038,275.7999878
519.5399635,269.2999878
524.0795083,265.2000122
528.61664,259.7000122
533.1513605,255.5
537.6836716,251.1999969
542.213575,246.5
546.7410725,244.3999939
551.266166,244.5
555.7888573,243.3999939
560.3091481,244.3000031
564.8270403,246.5
569.3425356,247.8000031
573.8556358,250.8000031
578.3663428,255.1000061
582.8746583,262.3999939
587.3805841,278.1000061
591.8841219,295.3999939
596.3852737,305.2000122
600.8840411,303.8999939
605.3804259,295.5
609.87443,277.7000122
614.366055,261.5
618.8553028,249.3000031
623.3421751,244.6999969
627.8266737,244.3000031
632.3088004,247.8000031
636.7885569,250.1999969
641.265945,258.6000061
645.7409665,270
650.2136232,294.2000122
654.6839167,330.3999939
659.1518489,371.6000061
663.6174215,413.5
668.0806362,433.1000061
672.5414949,423.7999878
676.9999992,392.7000122
681.4561509,350.2999878
685.9099518,308.2000122
690.3614036,280.6000061
694.8105081,264.2999878
699.257267,253.8000031
703.701682,247.6999969
708.1437549,244.1000061
712.5834874,242
717.0208813,238.3999939
721.4559383,238.6999969
725.88866,237.3999939
730.3190484,238.5
734.747105,239.6999969
739.1728316,241.1999969
743.59623,240.6999969
748.0173018,239.6000061
752.4360488,241.1999969
756.8524727,241.6999969
761.2665752,239.8999939
765.6783581,236.6999969
770.087823,235.1000061
774.4949717,232.3000031
778.8998058,230.6000061
783.3023272,228.1000061
787.7025375,227.8000031
792.1004383,227.1999969
796.4960315,227.1999969
800.8893187,229.1000061
805.2803016,230.6999969
809.668982,233.6999969
814.0553614,236.6000061
818.4394417,242.3000031
822.8212245,243.8999939
827.2007115,247.8999939
831.5779044,255.1000061
835.9528048,266.2000122
840.3254146,282.5
844.6957353,309.6000061
849.0637687,352.2999878
853.4295164,431.7999878
857.7929801,547.2000122
862.1541616,704.7999878
866.5130624,846.4000244
870.8696842,941
875.2240288,900.9000244
879.5760978,787.5999756
883.9258929,658.0999756
888.2734157,520.2999878
892.6186679,421.1000061
896.9616512,361.5
901.3023673,323.2999878
905.6408178,297
909.9770043,279.2000122
914.3109286,267.3999939
918.6425923,262.2000122
922.971997,256.6000061
927.2991445,251.3000031
931.6240363,248.6999969
935.9466742,247.3000031
940.2670597,246.3000031
944.5851945,244.8999939
948.9010803,243
953.2147187,240.3999939
957.5261114,239.8000031
961.83526,236.1999969
966.1421661,234.6000061
970.4468314,230.6000061
974.7492575,229.3999939
979.0494461,228.6000061
983.3473988,226.8999939
987.6431172,224.3999939
991.936603,224.5
996.2278578,224.1000061
1000.516883,222.6000061
1004.803681,222.3000031
1009.088252,221.3000031
1013.370599,220.8000031
1017.650723,219.3999939
1021.928626,218.8000031
1026.20431,218.6999969
1030.477775,218.6999969
1034.749024,216.5
1039.018058,217.6000061
1043.284878,216.1000061
1047.549488,215.8000031
1051.811887,215.3000031
1056.072078,215
1060.330062,215.3000031
1064.585841,213.5
1068.839417,213.6000061
1073.090791,212.8000031
1077.339964,212.3999939
1081.586939,211.8000031
1085.831716,211.8999939
1090.074298,211.5
1094.314686,210.3999939
1098.552882,210.8999939
1102.788887,210
